0.000000	0.000000	0.000000	3741916.000000	136621.000000	3878537.000000	7029578.000000	9355283.000000	8300.000000	4074.000000	7331.000000	969.000000	3658.000000	416.000000	75.000000	55.000000	49.000000	
1.000000	5.000000	4.000000	30632.000000	177.000000	12265.000000	3705.000000	44499.000000	48.000000	51.000000	53.000000	3.000000	13.000000	0.000000	79.000000	67.610000	44.000000	
1.000000	2.000000	1.000000	3538.000000	7812.000000	34592.000000	286636.000000	138727.000000	42.000000	25.000000	52.000000	162.000000	174.000000	0.000000	72.000000	84.810000	48.000000	
1.000000	3.000000	4.000000	35454.000000	956.000000	23317.000000	370160.000000	6067.000000	47.000000	76.000000	36.000000	34.000000	25.000000	1.000000	71.180000	44.580000	41.000000	
1.000000	6.000000	1.000000	11854.000000	1785.000000	14735.000000	27958.000000	21533.000000	51.000000	9.000000	20.000000	3.000000	22.000000	5.000000	75.030000	66.000000	50.000000	
2.000000	5.000000	0.000000	5019.000000	25554.000000	423265.000000	679482.000000	506.000000	42.000000	51.000000	646.000000	69.000000	38.000000	6.000000	73.000000	67.000000	50.000000	
2.000000	1.000000	11.000000	26289.000000	132.000000	16713.000000	21964.000000	55969.000000	36.000000	21.000000	18.000000	4.000000	18.000000	2.000000	76.520000	75.000000	43.000000	
1.000000	2.000000	0.000000	2902.000000	1775.000000	1086.000000	557389.000000	36210.000000	958.000000	38.000000	82.000000	8.000000	2.000000	53.000000	75.000000	62.000000	66.000000	
1.000000	10.000000	0.000000	277597.000000	7.000000	41362.000000	26761.000000	1312467.000000	36.000000	22.000000	833.000000	3.000000	37.000000	1.000000	77.000000	80.000000	42.000000	
1.000000	2.000000	1.000000	1051.000000	2033.000000	5208.000000	989345.000000	5939.000000	99.000000	9.000000	48.000000	3.000000	16.000000	26.000000	77.000000	66.000000	50.000000	
1.000000	15.000000	2.000000	4538.000000	85.000000	15970.000000	42261.000000	15984.000000	24.000000	8.000000	195.000000	3.000000	5.000000	9.000000	83.000000	50.380000	42.000000	
1.000000	11.000000	4.000000	10785.000000	276.000000	18790.000000	43313.000000	20324.000000	19.000000	96.000000	165.000000	19.000000	137.000000	2.000000	83.000000	54.380000	40.000000	
1.000000	13.000000	1.000000	117283.000000	245.000000	7257.000000	297625.000000	79445.000000	200.000000	22.000000	22.000000	69.000000	7.000000	0.000000	78.660000	60.000000	44.000000	
1.000000	9.000000	5.000000	4965.000000	218.000000	106989.000000	7712.000000	18379.000000	36.000000	40.000000	36.000000	10.000000	13.000000	15.000000	79.000000	64.870000	42.000000	
1.000000	13.000000	4.000000	66948.000000	1357.000000	4302.000000	92825.000000	9849.000000	30.000000	157.000000	59.000000	42.000000	4.000000	1.000000	73.500000	41.000000	38.890000	
1.000000	12.000000	6.000000	4085.000000	252.000000	3173.000000	44093.000000	50400.000000	18.000000	12.000000	10.000000	2.000000	13.000000	2.000000	79.000000	71.000000	64.000000	
1.000000	1.000000	18.000000	16046.000000	389.000000	28777.000000	26637.000000	16563.000000	28.000000	32.000000	29.000000	3.000000	13.000000	0.000000	75.580000	75.000000	54.000000	
2.000000	7.000000	3.000000	349106.000000	189.000000	288062.000000	4604.000000	547716.000000	17.000000	589.000000	1058.000000	58.000000	5.000000	0.000000	77.000000	73.000000	50.670000	
1.000000	5.000000	9.000000	16366.000000	1732.000000	34195.000000	149217.000000	109945.000000	22.000000	14.000000	15.000000	9.000000	33.000000	4.000000	72.000000	48.000000	60.530000	
1.000000	1.000000	2.000000	22243.000000	1074.000000	21901.000000	56315.000000	73038.000000	52.000000	26.000000	49.000000	0.000000	57.000000	0.000000	72.350000	59.620000	47.000000	
1.000000	4.000000	6.000000	16148.000000	692.000000	10641.000000	27304.000000	10611.000000	23.000000	24.000000	36.000000	4.000000	23.000000	1.000000	78.840000	72.000000	53.490000	
1.000000	2.000000	5.000000	7692.000000	1251.000000	21291.000000	4257.000000	38797.000000	36.000000	4.000000	33.000000	3.000000	21.000000	2.000000	76.480000	90.000000	53.850000	
1.000000	8.000000	11.000000	15066.000000	9026.000000	9316.000000	21922.000000	56260.000000	20.000000	41.000000	46.000000	4.000000	19.000000	0.000000	78.000000	66.000000	51.000000	
1.000000	10.000000	7.000000	23034.000000	226.000000	29806.000000	25224.000000	13737.000000	17.000000	23.000000	23.000000	2.000000	7.000000	3.000000	75.000000	52.860000	53.490000	
1.000000	8.000000	17.000000	22170.000000	1987.000000	19688.000000	12591.000000	81309.000000	23.000000	21.000000	27.000000	0.000000	13.000000	1.000000	78.000000	68.000000	45.160000	
1.000000	5.000000	15.000000	18685.000000	855.000000	4776.000000	21968.000000	31170.000000	91.000000	14.000000	14.000000	0.000000	11.000000	0.000000	78.000000	63.000000	47.370000	
1.000000	4.000000	8.000000	4692.000000	435.000000	50326.000000	10806.000000	24980.000000	98.000000	12.000000	56.000000	7.000000	16.000000	1.000000	75.000000	76.000000	41.000000	
2.000000	4.000000	3.000000	8842.000000	1104.000000	49148.000000	26626.000000	39822.000000	24.000000	27.000000	17.000000	7.000000	67.000000	1.000000	75.690000	74.000000	43.480000	
1.000000	5.000000	24.000000	20175.000000	571.000000	10345.000000	70401.000000	8351.000000	27.000000	55.000000	48.000000	5.000000	8.000000	1.000000	75.000000	61.000000	54.000000	
1.000000	1.000000	6.000000	197236.000000	1465.000000	639817.000000	52306.000000	137861.000000	60.000000	26.000000	349.000000	42.000000	7.000000	3.000000	72.000000	38.930000	41.460000	
1.000000	3.000000	5.000000	618232.000000	1193.000000	205048.000000	69109.000000	97089.000000	963.000000	187.000000	801.000000	11.000000	20.000000	82.000000	68.790000	59.000000	54.000000	
1.000000	2.000000	1.000000	61994.000000	1635.000000	31628.000000	24780.000000	1166.000000	51.000000	46.000000	59.000000	4.000000	36.000000	2.000000	74.000000	40.550000	63.000000	
1.000000	1.000000	11.000000	10235.000000	522.000000	16366.000000	36262.000000	21617.000000	23.000000	18.000000	33.000000	4.000000	8.000000	3.000000	77.000000	72.590000	36.000000	
1.000000	2.000000	0.000000	32121.000000	46.000000	36919.000000	96446.000000	510882.000000	47.000000	23.000000	124.000000	1.000000	400.000000	1.000000	71.000000	50.050000	55.320000	
1.000000	5.000000	5.000000	34961.000000	462.000000	17031.000000	5991.000000	31161.000000	34.000000	23.000000	39.000000	15.000000	32.000000	0.000000	74.000000	65.000000	50.000000	
1.000000	2.000000	2.000000	3697.000000	393.000000	16069.000000	10731.000000	93803.000000	25.000000	27.000000	72.000000	4.000000	18.000000	1.000000	81.000000	85.000000	50.000000	
1.000000	3.000000	6.000000	10737.000000	361.000000	20995.000000	30456.000000	49130.000000	38.000000	19.000000	21.000000	1.000000	32.000000	0.000000	81.060000	77.000000	42.110000	
1.000000	5.000000	3.000000	35503.000000	283.000000	19085.000000	26310.000000	11318.000000	22.000000	10.000000	418.000000	7.000000	9.000000	0.000000	81.590000	56.000000	55.000000	
1.000000	1.000000	4.000000	32612.000000	618.000000	37379.000000	100654.000000	85364.000000	43.000000	8.000000	54.000000	11.000000	26.000000	3.000000	74.020000	39.760000	60.000000	
1.000000	4.000000	0.000000	25931.000000	197.000000	85840.000000	174671.000000	30824.000000	33.000000	14.000000	23.000000	2.000000	11.000000	2.000000	78.000000	43.000000	46.000000	
1.000000	1.000000	2.000000	35647.000000	1549.000000	444.000000	79549.000000	135692.000000	70.000000	5.000000	39.000000	15.000000	8.000000	10.000000	78.510000	43.000000	60.000000	
1.000000	1.000000	11.000000	8866.000000	2214.000000	16731.000000	23617.000000	461625.000000	15.000000	10.000000	33.000000	4.000000	19.000000	2.000000	80.180000	68.000000	55.560000	
